source,name,misc,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,N-Ped,E-Ped,S-Ped,W-Ped,N-Bike,E-Bike,S-Bike,W-Bike,lat,lon
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WEST PARK WALK / SR 54,x,THURSDAY FEBRUARY 20 2014,16:00-16:15,28,0,4,8,260,2,0,0,0,0,241,12,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WEST PARK WALK / SR 54,x,THURSDAY FEBRUARY 20 2014,16:00-17:00,99,0,28,31,779,7,0,0,0,0,942,52,1,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WEST PARK WALK / SR 54,x,THURSDAY FEBRUARY 20 2014,16:15-16:30,12,0,6,10,138,4,0,0,0,0,253,15,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WEST PARK WALK / SR 54,x,THURSDAY FEBRUARY 20 2014,16:15-17:15,100,0,37,29,726,8,0,0,0,0,934,46,1,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WEST PARK WALK / SR 54,x,THURSDAY FEBRUARY 20 2014,16:30-16:45,32,0,11,9,186,0,0,0,0,0,250,13,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WEST PARK WALK / SR 54,x,THURSDAY FEBRUARY 20 2014,16:30-17:30,118,0,41,25,804,6,0,0,0,0,936,43,1,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WEST PARK WALK / SR 54,x,THURSDAY FEBRUARY 20 2014,16:45-17:00,27,0,7,4,195,1,0,0,0,0,198,12,1,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WEST PARK WALK / SR 54,x,THURSDAY FEBRUARY 20 2014,16:45-17:45,121,0,42,19,846,6,0,0,0,0,936,37,1,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WEST PARK WALK / SR 54,x,THURSDAY FEBRUARY 20 2014,17:00-17:15,29,0,13,6,207,3,0,0,0,0,233,6,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WEST PARK WALK / SR 54,x,THURSDAY FEBRUARY 20 2014,17:00-18:00,129,0,47,27,852,5,0,0,0,0,976,32,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WEST PARK WALK / SR 54,x,THURSDAY FEBRUARY 20 2014,17:15-17:30,30,0,10,6,216,2,0,0,0,0,255,12,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WEST PARK WALK / SR 54,x,THURSDAY FEBRUARY 20 2014,17:30-17:45,35,0,12,3,228,0,0,0,0,0,250,7,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WEST PARK WALK / SR 54,x,THURSDAY FEBRUARY 20 2014,17:45-18:00,35,0,12,12,201,0,0,0,0,0,238,7,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WILLOW BEND ROAD/NORTHLAKE DRIVE / SR 54,x,THURSDAY FEBRUARY 20 2014,16:00-16:15,24,4,22,13,183,6,4,13,18,12,227,16,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WILLOW BEND ROAD/NORTHLAKE DRIVE / SR 54,x,THURSDAY FEBRUARY 20 2014,16:00-17:00,63,69,83,49,695,49,24,43,46,50,895,30,1,0,2,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WILLOW BEND ROAD/NORTHLAKE DRIVE / SR 54,x,THURSDAY FEBRUARY 20 2014,16:15-16:30,19,13,16,4,154,14,3,13,12,17,240,6,0,0,1,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WILLOW BEND ROAD/NORTHLAKE DRIVE / SR 54,x,THURSDAY FEBRUARY 20 2014,16:15-17:15,52,99,102,39,709,45,31,41,41,52,889,24,1,0,2,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WILLOW BEND ROAD/NORTHLAKE DRIVE / SR 54,x,THURSDAY FEBRUARY 20 2014,16:30-16:45,12,25,23,18,176,8,8,10,8,11,228,4,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WILLOW BEND ROAD/NORTHLAKE DRIVE / SR 54,x,THURSDAY FEBRUARY 20 2014,16:30-17:30,48,127,135,43,756,36,43,45,40,52,867,23,1,0,4,1,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WILLOW BEND ROAD/NORTHLAKE DRIVE / SR 54,x,THURSDAY FEBRUARY 20 2014,16:45-17:00,8,27,22,14,182,21,9,7,8,10,200,4,1,0,1,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WILLOW BEND ROAD/NORTHLAKE DRIVE / SR 54,x,THURSDAY FEBRUARY 20 2014,16:45-17:45,48,141,158,39,775,33,43,44,41,47,842,22,1,0,4,1,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WILLOW BEND ROAD/NORTHLAKE DRIVE / SR 54,x,THURSDAY FEBRUARY 20 2014,17:00-17:15,13,34,41,3,197,2,11,11,13,14,221,10,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WILLOW BEND ROAD/NORTHLAKE DRIVE / SR 54,x,THURSDAY FEBRUARY 20 2014,17:00-18:00,55,150,175,33,764,15,38,50,35,59,876,29,0,0,4,1,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WILLOW BEND ROAD/NORTHLAKE DRIVE / SR 54,x,THURSDAY FEBRUARY 20 2014,17:15-17:30,15,41,49,8,201,5,15,17,11,17,218,5,0,0,3,1,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WILLOW BEND ROAD/NORTHLAKE DRIVE / SR 54,x,THURSDAY FEBRUARY 20 2014,17:30-17:45,12,39,46,14,195,5,8,9,9,6,203,3,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,WILLOW BEND ROAD/NORTHLAKE DRIVE / SR 54,x,THURSDAY FEBRUARY 20 2014,17:45-18:00,15,36,39,8,171,3,4,13,2,22,234,11,0,0,1,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / CLOVER REACH,x,THURSDAY FEBRUARY 20 2014,16:00-16:15,6,256,22,0,0,0,0,303,21,9,0,3,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / CLOVER REACH,x,THURSDAY FEBRUARY 20 2014,16:00-17:00,12,1025,74,0,0,0,0,1197,148,70,0,11,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / CLOVER REACH,x,THURSDAY FEBRUARY 20 2014,16:15-16:30,0,245,18,0,0,0,0,252,32,16,0,1,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / CLOVER REACH,x,THURSDAY FEBRUARY 20 2014,16:15-17:15,10,1066,66,0,0,0,0,1212,165,79,0,12,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / CLOVER REACH,x,THURSDAY FEBRUARY 20 2014,16:30-16:45,5,250,23,0,0,0,0,287,42,19,0,2,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / CLOVER REACH,x,THURSDAY FEBRUARY 20 2014,16:30-17:30,13,1128,63,0,0,0,0,1275,173,74,0,13,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / CLOVER REACH,x,THURSDAY FEBRUARY 20 2014,16:45-17:00,1,274,11,0,0,0,0,355,53,26,0,5,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / CLOVER REACH,x,THURSDAY FEBRUARY 20 2014,16:45-17:45,9,1172,56,0,0,0,0,1331,166,72,0,15,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / CLOVER REACH,x,THURSDAY FEBRUARY 20 2014,17:00-17:15,4,297,14,0,0,0,0,318,38,18,0,4,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / CLOVER REACH,x,THURSDAY FEBRUARY 20 2014,17:00-18:00,14,1165,58,0,0,0,0,1269,142,67,0,14,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / CLOVER REACH,x,THURSDAY FEBRUARY 20 2014,17:15-17:30,3,307,15,0,0,0,0,315,40,11,0,2,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / CLOVER REACH,x,THURSDAY FEBRUARY 20 2014,17:30-17:45,1,294,16,0,0,0,0,343,35,17,0,4,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / CLOVER REACH,x,THURSDAY FEBRUARY 20 2014,17:45-18:00,6,267,13,0,0,0,0,293,29,21,0,4,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / WEST PARK DRIVE,x,THURSDAY FEBRUARY 20 2014,16:00-16:15,10,298,9,11,2,5,11,277,7,3,0,8,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / WEST PARK DRIVE,x,THURSDAY FEBRUARY 20 2014,16:00-17:00,137,1076,42,74,7,11,32,1047,51,47,7,33,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / WEST PARK DRIVE,x,THURSDAY FEBRUARY 20 2014,16:15-16:30,35,327,9,16,1,3,4,252,17,4,1,8,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / WEST PARK DRIVE,x,THURSDAY FEBRUARY 20 2014,16:15-17:15,181,1145,39,98,5,11,35,1068,66,66,11,33,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / WEST PARK DRIVE,x,THURSDAY FEBRUARY 20 2014,16:30-16:45,40,218,16,27,3,1,8,284,8,22,5,6,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / WEST PARK DRIVE,x,THURSDAY FEBRUARY 20 2014,16:30-17:30,171,1064,39,109,4,15,49,1167,83,83,12,28,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / WEST PARK DRIVE,x,THURSDAY FEBRUARY 20 2014,16:45-17:00,52,233,8,20,1,2,9,234,19,18,1,11,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / WEST PARK DRIVE,x,THURSDAY FEBRUARY 20 2014,16:45-17:45,166,1092,31,93,2,18,49,1106,99,67,7,30,0,0,1,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / WEST PARK DRIVE,x,THURSDAY FEBRUARY 20 2014,17:00-17:15,54,367,6,35,0,5,14,298,22,22,4,8,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / WEST PARK DRIVE,x,THURSDAY FEBRUARY 20 2014,17:00-18:00,141,1182,30,88,3,18,49,1140,96,60,7,21,0,0,1,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / WEST PARK DRIVE,x,THURSDAY FEBRUARY 20 2014,17:15-17:30,25,246,9,27,0,7,18,351,34,21,2,3,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / WEST PARK DRIVE,x,THURSDAY FEBRUARY 20 2014,17:30-17:45,35,246,8,11,1,4,8,223,24,6,0,8,0,0,1,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,SR 74 / WEST PARK DRIVE,x,THURSDAY FEBRUARY 20 2014,17:45-18:00,27,323,7,15,2,2,9,268,16,11,1,2,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,McDUFF PARKWAY / SR 54,x,SATURDAY FEBRUARY 22 2014,13:30-13:45,29,6,48,36,322,9,9,4,7,7,315,17,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,McDUFF PARKWAY / SR 54,x,SATURDAY FEBRUARY 22 2014,13:30-14:30,101,16,168,131,1320,51,27,10,25,14,1380,90,1,0,0,8,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,McDUFF PARKWAY / SR 54,x,SATURDAY FEBRUARY 22 2014,13:45-14:00,20,3,52,27,329,16,10,3,6,4,349,16,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,McDUFF PARKWAY / SR 54,x,SATURDAY FEBRUARY 22 2014,13:45-14:45,95,14,170,125,1330,53,26,9,33,9,1374,90,1,0,0,12,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,McDUFF PARKWAY / SR 54,x,SATURDAY FEBRUARY 22 2014,14:00-14:15,29,4,35,37,339,10,3,1,6,0,313,24,0,0,0,2,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,McDUFF PARKWAY / SR 54,x,SATURDAY FEBRUARY 22 2014,14:00-15:00,96,13,163,128,1332,50,24,8,36,10,1352,95,1,0,0,16,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,McDUFF PARKWAY / SR 54,x,SATURDAY FEBRUARY 22 2014,14:15-14:30,23,3,33,31,330,16,5,2,6,3,403,33,1,0,0,6,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,McDUFF PARKWAY / SR 54,x,SATURDAY FEBRUARY 22 2014,14:15-15:15,84,12,163,126,1365,59,27,8,33,12,1397,104,1,0,0,16,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,McDUFF PARKWAY / SR 54,x,SATURDAY FEBRUARY 22 2014,14:30-14:45,23,4,50,30,332,11,8,3,15,2,309,17,0,0,0,4,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,McDUFF PARKWAY / SR 54,x,SATURDAY FEBRUARY 22 2014,14:30-15:30,81,12,165,124,1335,55,30,10,38,12,1293,98,0,0,0,13,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,McDUFF PARKWAY / SR 54,x,SATURDAY FEBRUARY 22 2014,14:45-15:00,21,2,45,30,331,13,8,2,9,5,327,21,0,0,0,4,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,McDUFF PARKWAY / SR 54,x,SATURDAY FEBRUARY 22 2014,15:00-15:15,17,3,35,35,372,19,6,1,3,2,358,33,0,0,0,2,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,McDUFF PARKWAY / SR 54,x,SATURDAY FEBRUARY 22 2014,15:15-15:30,20,3,35,29,300,12,8,4,11,3,299,27,0,0,0,3,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,LINE CREEK DRIVE / SR 54,x,SATURDAY FEBRUARY 22 2014,13:30-13:45,19,0,1,2,355,14,7,1,3,3,379,4,2,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,LINE CREEK DRIVE / SR 54,x,SATURDAY FEBRUARY 22 2014,13:30-14:30,63,0,5,8,1506,45,28,1,8,10,1548,23,4,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,LINE CREEK DRIVE / SR 54,x,SATURDAY FEBRUARY 22 2014,13:45-14:00,13,0,0,3,378,10,7,0,1,1,439,6,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,LINE CREEK DRIVE / SR 54,x,SATURDAY FEBRUARY 22 2014,13:45-14:45,57,0,5,9,1506,40,28,1,9,9,1555,27,2,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,LINE CREEK DRIVE / SR 54,x,SATURDAY FEBRUARY 22 2014,14:00-14:15,17,0,3,1,369,12,6,0,3,3,345,6,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,LINE CREEK DRIVE / SR 54,x,SATURDAY FEBRUARY 22 2014,14:00-15:00,53,1,5,11,1471,41,28,1,12,9,1475,27,2,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,LINE CREEK DRIVE / SR 54,x,SATURDAY FEBRUARY 22 2014,14:15-14:30,14,0,1,2,404,9,8,0,1,3,385,7,2,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,LINE CREEK DRIVE / SR 54,x,SATURDAY FEBRUARY 22 2014,14:15-15:15,53,1,2,13,1516,32,28,1,11,7,1500,26,2,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,LINE CREEK DRIVE / SR 54,x,SATURDAY FEBRUARY 22 2014,14:30-14:45,13,0,1,3,355,9,7,1,4,2,386,8,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,LINE CREEK DRIVE / SR 54,x,SATURDAY FEBRUARY 22 2014,14:30-15:30,52,1,1,14,1466,25,21,1,12,5,1470,26,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,LINE CREEK DRIVE / SR 54,x,SATURDAY FEBRUARY 22 2014,14:45-15:00,9,1,0,5,343,11,7,0,4,1,359,6,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,LINE CREEK DRIVE / SR 54,x,SATURDAY FEBRUARY 22 2014,15:00-15:15,17,0,0,3,414,3,6,0,2,1,370,5,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,LINE CREEK DRIVE / SR 54,x,SATURDAY FEBRUARY 22 2014,15:15-15:30,13,0,0,3,354,2,1,0,2,1,355,7,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,PLANTERRA WAY / SR 54,x,SATURDAY FEBRUARY 22 2014,13:30-13:45,23,2,104,86,299,13,11,2,10,2,335,54,2,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,PLANTERRA WAY / SR 54,x,SATURDAY FEBRUARY 22 2014,13:30-14:30,117,13,368,354,1270,36,36,11,41,29,1351,184,2,0,1,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,PLANTERRA WAY / SR 54,x,SATURDAY FEBRUARY 22 2014,13:45-14:00,30,4,80,96,333,9,8,3,11,10,384,44,0,0,1,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,PLANTERRA WAY / SR 54,x,SATURDAY FEBRUARY 22 2014,13:45-14:45,119,14,356,350,1283,27,37,18,36,38,1353,175,0,0,1,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,PLANTERRA WAY / SR 54,x,SATURDAY FEBRUARY 22 2014,14:00-14:15,30,3,91,79,298,4,9,4,14,9,301,41,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,PLANTERRA WAY / SR 54,x,SATURDAY FEBRUARY 22 2014,14:00-15:00,103,14,370,315,1293,27,40,17,39,35,1274,178,2,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,PLANTERRA WAY / SR 54,x,SATURDAY FEBRUARY 22 2014,14:15-14:30,34,4,93,93,340,10,8,2,6,8,331,45,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,PLANTERRA WAY / SR 54,x,SATURDAY FEBRUARY 22 2014,14:15-15:15,103,12,354,325,1355,30,40,18,32,35,1321,176,2,0,1,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,PLANTERRA WAY / SR 54,x,SATURDAY FEBRUARY 22 2014,14:30-14:45,25,3,92,82,312,4,12,9,5,11,337,45,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,PLANTERRA WAY / SR 54,x,SATURDAY FEBRUARY 22 2014,14:30-15:30,90,11,350,322,1328,28,38,22,39,33,1290,169,2,0,1,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,PLANTERRA WAY / SR 54,x,SATURDAY FEBRUARY 22 2014,14:45-15:00,14,4,94,61,343,9,11,2,14,7,305,47,2,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,PLANTERRA WAY / SR 54,x,SATURDAY FEBRUARY 22 2014,15:00-15:15,30,1,75,89,360,7,9,5,7,9,348,39,0,0,1,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,PLANTERRA WAY / SR 54,x,SATURDAY FEBRUARY 22 2014,15:15-15:30,21,3,89,90,313,8,6,6,13,6,300,38,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,HUDLESTONE ROAD / SR 54,x,SATURDAY FEBRUARY 22 2014,13:30-13:45,11,3,41,39,359,8,12,2,46,32,416,4,2,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,HUDLESTONE ROAD / SR 54,x,SATURDAY FEBRUARY 22 2014,13:30-14:30,32,29,164,168,1578,39,34,18,162,132,1589,26,3,1,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,HUDLESTONE ROAD / SR 54,x,SATURDAY FEBRUARY 22 2014,13:45-14:00,6,9,40,48,444,11,8,2,47,36,422,7,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,HUDLESTONE ROAD / SR 54,x,SATURDAY FEBRUARY 22 2014,13:45-14:45,30,32,157,171,1562,38,26,22,163,124,1550,33,1,1,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,HUDLESTONE ROAD / SR 54,x,SATURDAY FEBRUARY 22 2014,14:00-14:15,7,10,42,44,362,10,9,6,43,31,355,8,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,HUDLESTONE ROAD / SR 54,x,SATURDAY FEBRUARY 22 2014,14:00-15:00,31,33,163,172,1476,30,24,23,148,122,1535,36,1,1,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,HUDLESTONE ROAD / SR 54,x,SATURDAY FEBRUARY 22 2014,14:15-14:30,8,7,41,37,413,10,5,8,26,33,396,7,1,1,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,HUDLESTONE ROAD / SR 54,x,SATURDAY FEBRUARY 22 2014,14:15-15:15,35,32,153,161,1493,23,20,22,143,125,1567,30,3,1,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,HUDLESTONE ROAD / SR 54,x,SATURDAY FEBRUARY 22 2014,14:30-14:45,9,6,34,42,343,7,4,6,47,24,377,11,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,HUDLESTONE ROAD / SR 54,x,SATURDAY FEBRUARY 22 2014,14:30-15:30,32,33,156,159,1477,17,23,20,153,120,1522,29,2,2,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,HUDLESTONE ROAD / SR 54,x,SATURDAY FEBRUARY 22 2014,14:45-15:00,7,10,46,49,358,3,6,3,32,34,407,10,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,HUDLESTONE ROAD / SR 54,x,SATURDAY FEBRUARY 22 2014,15:00-15:15,11,9,32,33,379,3,5,5,38,34,387,2,2,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,HUDLESTONE ROAD / SR 54,x,SATURDAY FEBRUARY 22 2014,15:15-15:30,5,8,44,35,397,4,8,6,36,28,351,6,0,2,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,MARKET PLACE BOULEVARD / SR 54,x,SATURDAY FEBRUARY 22 2014,13:30-13:45,22,5,3,10,414,21,25,5,42,48,367,19,0,1,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,MARKET PLACE BOULEVARD / SR 54,x,SATURDAY FEBRUARY 22 2014,13:30-14:30,112,20,25,31,1507,67,95,16,154,144,1566,62,0,1,3,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,MARKET PLACE BOULEVARD / SR 54,x,SATURDAY FEBRUARY 22 2014,13:45-14:00,21,4,7,7,442,15,19,4,35,31,409,19,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,MARKET PLACE BOULEVARD / SR 54,x,SATURDAY FEBRUARY 22 2014,13:45-14:45,106,19,26,37,1480,60,97,14,159,133,1571,47,0,2,3,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,MARKET PLACE BOULEVARD / SR 54,x,SATURDAY FEBRUARY 22 2014,14:00-14:15,39,4,9,12,330,13,31,3,44,32,391,13,0,0,0,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,MARKET PLACE BOULEVARD / SR 54,x,SATURDAY FEBRUARY 22 2014,14:00-15:00,114,22,25,40,1401,61,105,13,173,133,1425,44,0,2,3,0,0,0,0,0,,
misc/2014-06-26_SR 54 Report w App-reduced_201407111533133234.txt,MARKET PLACE BOULEVARD / SR 54,x,SATURDAY FEBRUARY 22 2014,14:15-14:30,30,7,6,2,321,18,20,4,33,33,399,11,0,0,3,0,0,0,0,0,,
